Compound,Tc,Magnetism,Inversed,Moment,Cell_Parameter,mean_CovalentRadius,maxdiff_CovalentRadius,mean_Density,mean_FirstIonizationEnergy,dev_Polarizability,mean_phi,maxdiff_phi,mean_Column,maxdiff_Column,dev_Column,mean_GSenergy_pa,mean_GSmagmom,maxdiff_MendeleevNumber,mean_Number,maxdiff_Number,mean_NUnfilled,dev_NUnfilled,mean_NValance,dev_NValance,mean_NdValence,maxdiff_NdValence,mean_NdUnfilled,maxdiff_NdUnfilled,max_NdUnfilled,frac_sValence,frac_pValence,frac_dValence,frac_fValence,J sum,L sum,S sum,X_Type,Y_Type,Z_Type,Type(XY),Type(XZ),Type(YZ),Type,J(X),J(Y),J(Z),L(X),L(Y),L(Z),S(X),S(Y),S(Z),S(XY),S(XZ),S(YZ),L(XY),L(XZ),L(YZ),J(XY),J(XZ),J(YZ),Jg sum,C(T),C(FM),C(AFM),J(T),S(T),Val(T),J(FM),S(FM),L(FM),Val(FM),R(FM),J(AFM),S(AFM),L(AFM),Val(AFM),R(AFM),EN(X),EN(Y),EN(Z),Z(X),Z(Y),Z(Z),M(X),M(Y),M(Z),Val(X),Val(Y),Val(Z),R(X),R(Y),R(Z),Group(X),Group(Y),Group(Z),Unfilled(X),Unfilled(Z),EN(XY),EN(XZ),EN(YZ),Z(XY),Z(XZ),Z(YZ),M(XY),M(XZ),M(YZ),Val(XY),Val(XZ),Val(YZ),R(XY),R(XZ),R(YZ),Group(XY),Group(XZ),Group(YZ),Unfilled(XY),Unfilled(XZ),Unfilled(YZ),EN sum,Z sum,M sum,Val sum,R sum,Group sum,Unfilled sum,GSmom(XY),GSmom(XZ),GSmom(YZ),GSmom sum,GSmom(AB),GSmom(AC),GSmom(BD),GSmom(CD),EN(AB),EN(AC),EN(BD),EN(CD),Val(AB),Val(AC),Val(BD),Val(CD),Unf(AB),Unf(AC),Unf(BD),Unf(CD),J(AB),J(AC),J(BD),J(CD),R(AB),R(AC),R(BD),R(CD),M(AB),M(AC),M(BD),M(CD),L(AB),L(AC),L(BD),L(CD),S(AB),S(AC),S(BD),S(CD),d(XX)
Ag2CeIn,3,-1,0,0,7.108,159,62,8744.75,6.61938,8.14625,3.945,1.17,9.5,10,3.25,-3.2435396825,0,60,50.25,11,7.25,7.375,9.75,2.875,7.75,9,2.25,9,5,0.1538461538,0.0256410256,0.7948717949,0.0256410256,4,4,2,3,2,1,1,2,1,5,0.5,2.5,0.5,0,3,1,0.5,0.5,0.5,0,0,0,3,1,2,2,0,2,2.1428571429,0,0,0.297694522536365,0,0,0,0,0,0,0,0,2.5,0.5,3,2,204,1.93,1.12,1.78,47,58,49,71,32,79,11,2,3,145,204,142,11,4,13,0,0,0.81,0.15,0.66,11,2,9,39,8,47,9,8,1,59,3,62,7,2,9,0,0,0,6.76,201,253,27,636,39,0,0,0,0,0,0,0,0,0,1.525,1.93,1.45,1.855,6.5,11,2.5,7,0,0,0,0,1.5,0.5,1.5,0.5,174.5,145,173,143.5,51.5,71,55.5,75,1.5,0,2,0.5,0.5,0.5,0.5,0.5,3.554
Ag2DyIn,3.5,-1,0,0,6.91,156,50,9210.25,6.71943,6.23375,3.9525,1.14,9.5,10,3.25,-3.1997858833,0,44,52.25,19,2.75,1.75,11.75,0.75,7.5,10,0,0,0,0.1276595745,0.0212765957,0.6382978723,0.2127659574,9,6,4,3,2,1,1,2,1,5,0.5,7.5,0.5,0,5,1,0.5,2.5,0.5,2,0,2,5,1,4,7,0,7,10,0,0,0.329578237208714,0,0,0,0,0,0,0,0,7.5,2.5,5,2,192,1.93,1.22,1.78,47,66,49,71,24,79,11,2,3,145,192,142,11,12,13,0,0,0.71,0.15,0.56,19,2,17,47,8,55,9,8,1,47,3,50,1,2,1,0,0,0,6.86,209,245,27,624,47,0,0,0,0,0,0,0,0,0,1.575,1.93,1.5,1.855,6.5,11,2.5,7,0,0,0,0,4,0.5,4,0.5,168.5,145,167,143.5,47.5,71,51.5,75,2.5,0,3,0.5,1.5,0.5,1.5,0.5,3.455
Ag2ErIn,2,-1,0,0,6.882,155.25,47,9339,6.76163,5.55875,3.955,1.13,9.5,10,3.25,-3.1903057063,0,40,52.75,21,2.25,1.375,12.25,1.25,7.5,10,0,0,0,0.1224489796,0.0204081633,0.612244898,0.2448979592,9,7,3,3,2,1,1,2,1,5,0.5,7.5,0.5,0,6,1,0.5,1.5,0.5,1,0,1,6,1,5,7,0,7,9,0,0,0.335987339834565,0,0,0,0,0,0,0,0,7.5,1.5,6,2,189,1.93,1.24,1.78,47,68,49,71,22,79,11,2,3,145,189,142,11,14,13,0,0,0.69,0.15,0.54,21,2,19,49,8,57,9,8,1,44,3,47,3,2,1,0,0,0,6.88,211,243,27,621,49,0,0,0,0,0,0,0,0,0,1.585,1.93,1.51,1.855,6.5,11,2.5,7,0,0,0,0,4,0.5,4,0.5,167,145,165.5,143.5,46.5,71,50.5,75,3,0,3.5,0.5,1,0.5,1,0.5,3.441
Ag2GdIn,10,-1,0,0,6.965,157,54,9047.75,6.772155,5.85875,3.95,1.15,9.5,10,3.25,-3.2130025975,0,48,51.75,17,5.75,5.125,11.25,0.875,7.75,9,2.25,9,5,0.1333333333,0.0222222222,0.6888888889,0.1555555556,5,1,5,3,2,1,1,2,1,5,0.5,3.5,0.5,0,0,1,0.5,3.5,0.5,3,0,3,0,1,1,3,0,3,7,0,0.644725631831119,0,0,0,0,7,7,0,4,392,0,0,0,0,0,1.93,1.2,1.78,47,64,49,71,27,79,11,2,3,145,196,142,11,10,13,0,0,0.73,0.15,0.58,17,2,15,44,8,52,9,8,1,51,3,54,1,2,3,0,0,0,6.84,207,248,27,628,45,0,0,0,0,0,0,0,0,0,1.565,1.93,1.49,1.855,6.5,11,2.5,7,0,0,0,0,2,0.5,2,0.5,170.5,145,169,143.5,49,71,53,75,0,0,0.5,0.5,2,0.5,2,0.5,3.4825
Ag2HoIn,2,-1,0,0,6.893,156,50,9271.25,6.74008,5.89625,3.955,1.13,9.5,10,3.25,-3.1937514892,0,42,52.5,20,2.5,1.5,12,1,7.5,10,0,0,5,0.125,0.0208333333,0.625,0.2291666667,9.5,7,3.5,3,2,1,1,2,1,5,0.5,8,0.5,0,6,1,0.5,2,0.5,1.5,0,1.5,6,1,5,7.5,0,7.5,10,0,0,0.332866611910858,0,0,0,0,0,0,0,0,8,2,6,2,192,1.93,1.23,1.78,47,67,49,71,23,79,11,2,3,145,192,142,11,13,13,0,0,0.7,0.15,0.55,20,2,18,48,8,56,9,8,1,47,3,50,2,2,0,0,0,0,6.87,210,244,27,624,48,0,0,0,0,0,0,0,0,0,1.58,1.93,1.505,1.855,6.5,11,2.5,7,0,0,0,0,4.25,0.5,4.25,0.5,168.5,145,167,143.5,47,71,51,75,3,0,3.5,0.5,1.25,0.5,1.25,0.5,3.4465
Ag2InNd,2.5,-1,0,0,7.044,158.25,59,8825,6.615955,8.82125,3.9475,1.16,9.5,10,3.25,-3.239985105,0,56,50.75,13,4.25,3.25,10.25,2.125,7.5,10,0,0,7,0.1463414634,0.0243902439,0.7317073171,0.0975609756,6,7,3,3,2,1,1,2,1,5,0.5,4.5,0.5,0,6,1,0.5,1.5,0.5,1,0,1,6,1,5,4,0,4,3.2727272727,0,0,0.303797585659874,0,0,0,0,0,0,0,0,4.5,1.5,6,2,201,1.93,1.14,1.78,47,60,49,71,30,79,11,2,3,145,201,142,11,6,13,0,0,0.79,0.15,0.64,13,2,11,41,8,49,9,8,1,56,3,59,5,2,7,0,0,0,6.78,203,251,27,633,41,0,0,0,0,0,0,0,0,0,1.535,1.93,1.46,1.855,6.5,11,2.5,7,0,0,0,0,2.5,0.5,2.5,0.5,173,145,171.5,143.5,50.5,71,54.5,75,3,0,3.5,0.5,1,0.5,1,0.5,3.522
Ag2InSm,4.5,-1,0,0,7.001,157.5,56,8910.75,6.64563,7.84625,3.95,1.15,9.5,10,3.25,-3.2277421788,0,52,51.25,15,3.75,2.75,10.75,1.375,7.5,10,0,0,4,0.1395348837,0.023255814,0.6976744186,0.1395348837,4,6,4,3,2,1,1,2,1,5,0.5,2.5,0.5,0,5,1,0.5,2.5,0.5,2,0,2,5,1,4,2,0,2,0.7142857143,0,0,0.31265439338061,0,0,0,0,0,0,0,0,2.5,2.5,5,2,198,1.93,1.17,1.78,47,62,49,71,28,79,11,2,3,145,198,142,11,8,13,0,0,0.76,0.15,0.61,15,2,13,43,8,51,9,8,1,53,3,56,3,2,5,9,0,9,6.81,205,249,27,630,43,9,0,0,0,0,0,0,0,0,1.55,1.93,1.475,1.855,6.5,11,2.5,7,4.5,0,4.5,0,1.5,0.5,1.5,0.5,171.5,145,170,143.5,49.5,71,53.5,75,2.5,0,3,0.5,1.5,0.5,1.5,0.5,3.5005
Ag2InTb,8.8,-1,0,0,6.896,156.5,52,9127.25,6.700655,6.60875,3.9525,1.14,9.5,10,3.25,-3.2067016942,0,46,52,18,3,2,11.5,0.75,7.5,10,0,0,8,0.1304347826,0.0217391304,0.652173913,0.1956521739,7.5,4,4.5,3,2,1,1,2,1,5,0.5,6,0.5,0,3,1,0.5,3,0.5,2.5,0,2.5,3,1,2,5.5,0,5.5,9,0,0.324682175309602,0,0,0,0,6,3,3,2,194,0,0,0,0,0,1.93,1.1,1.78,47,65,49,71,26,79,11,2,3,145,194,142,11,11,13,0,0,0.83,0.15,0.68,18,2,16,45,8,53,9,8,1,49,3,52,0,2,2,0,0,0,6.74,208,247,27,626,46,0,0,0,0,0,0,0,0,0,1.515,1.93,1.44,1.855,6.5,11,2.5,7,0,0,0,0,3.25,0.5,3.25,0.5,169.5,145,168,143.5,48.5,71,52.5,75,1.5,0,2,0.5,1.75,0.5,1.75,0.5,3.448
Au2AlMn,220,1,0,3.8341045,6.358,133,18,12192.5,7.967712,1.225,4.7375,0.95,10.5,6,1.75,-4.7963433976,7.753017241375E-05,21,49,66,3,2,15,10,6.25,10,1.25,5,7,0.1,0.0166666667,0.4166666667,0.4666666667,4,1,4,3,3,1,0,2,2,1,0.5,2.5,0.5,0,0,1,0.5,2.5,0.5,2,0,2,0,1,1,2,0,2,0,0.115451782676113,0,0.115451782676113,2.5,2.5,7,0,0,0,0,0,2.5,2.5,0,7,150,2.54,1.55,1.61,79,25,13,70,60,80,11,7,3,136,150,121,11,7,13,0,0,0.99,0.93,0.06,54,66,12,10,10,20,4,8,4,14,15,29,4,2,6,3,0,3,8.24,196,280,32,543,42,3,0.000310120689655,0,0.000310120689655,0.000310120689655,0.000155060344828,0,0.000155060344828,0,2.045,2.54,1.58,2.075,9,11,5,7,1.5,0,1.5,0,1.5,0.5,1.5,0.5,143,136,135.5,128.5,65,70,70,75,0,0,0.5,0.5,1.5,0.5,1.5,0.5,3.179
Au2CeIn,1.2,-1,0,0,7.079,154.5,68,13149.75,7.44403,8.44375,4.345,1.97,9.5,10,3.25,-3.4656892075,0,60,66.25,30,7.25,7.375,16.75,8.25,7.75,9,2.25,9,5,0.0895522388,0.0149253731,0.4626865672,0.4328358209,4,4,2,3,2,1,1,2,1,5,0.5,2.5,0.5,0,3,1,0.5,0.5,0.5,0,0,0,3,1,2,2,0,2,2.1428571429,0,0,0.21593943011489,0,0,0,0,0,0,0,0,2.5,0.5,3,2,204,2.54,1.12,1.78,79,58,49,70,32,79,11,2,3,136,204,142,11,4,13,0,0,1.42,0.76,0.66,21,30,9,38,9,47,9,8,1,68,6,62,7,2,9,0,0,0,7.98,265,251,27,618,39,0,0,0,0,0,0,0,0,0,1.83,2.54,1.45,2.16,6.5,11,2.5,7,0,0,0,0,1.5,0.5,1.5,0.5,170,136,173,139,51,70,55.5,74.5,1.5,0,2,0.5,0.5,0.5,0.5,0.5,3.5395
Au2DyIn,6,-1,0,0,6.885,151.5,56,13615.25,7.54408,6.53125,4.3525,1.94,9.5,10,3.25,-3.4219354083,0,44,68.25,30,2.75,1.75,18.75,6.25,7.5,10,0,0,0,0.08,0.0133333333,0.4,0.5066666667,9,6,4,3,2,1,1,2,1,5,0.5,7.5,0.5,0,5,1,0.5,2.5,0.5,2,0,2,5,1,4,7,0,7,10,0,0,0.242085250662175,0,0,0,0,0,0,0,0,7.5,2.5,5,2,192,2.54,1.22,1.78,79,66,49,70,24,79,11,2,3,136,192,142,11,12,13,0,0,1.32,0.76,0.56,13,30,17,46,9,55,9,8,1,56,6,50,1,2,1,0,0,0,8.08,273,243,27,606,47,0,0,0,0,0,0,0,0,0,1.88,2.54,1.5,2.16,6.5,11,2.5,7,0,0,0,0,4,0.5,4,0.5,164,136,167,139,47,70,51.5,74.5,2.5,0,3,0.5,1.5,0.5,1.5,0.5,3.4425
Au2GaIn,12,-1,0,0,6.94,134,20,12953.5,7.55918025,1.5425,4.575,1.25,12,2,1,-3.0246106206,0,9,59.5,48,3,2,19,6,10,0,0,0,5,0.0789473684,0.0263157895,0.5263157895,0.3684210526,9,6,4,3,2,1,1,2,1,5,0.5,7.5,0.5,0,5,1,0.5,2.5,0.5,2,0,2,5,1,4,7,0,7,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.54,1.22,1.78,79,66,49,70,24,79,11,2,3,136,192,142,11,12,13,0,0,1.32,0.76,0.56,13,30,17,46,9,55,9,8,1,56,6,50,1,2,1,0,0,0,8.67,238,300,28,536,48,0,0,0,0,0,0,0,0,0,1.88,2.54,1.5,2.16,6.5,11,2.5,7,0,0,0,0,4,0.5,4,0.5,164,136,167,139,47,70,51.5,74.5,2.5,0,3,0.5,1.5,0.5,1.5,0.5,3.47
Au2HoIn,2.6,-1,0,0,6.87,151.5,56,13676.25,7.56473,6.19375,4.355,1.93,9.5,10,3.25,-3.4159010142,0,42,68.5,30,2.5,1.5,19,6,7.5,10,0,0,8,0.0789473684,0.0131578947,0.3947368421,0.5131578947,9.5,7,3.5,3,2,1,1,2,1,5,0.5,8,0.5,0,6,1,0.5,2,0.5,1.5,0,1.5,6,1,5,7.5,0,7.5,10,0,0,0.244819444028694,0,0,0,0,0,0,0,0,8,2,6,2,192,2.54,1.23,1.78,79,67,49,70,23,79,11,2,3,136,192,142,11,13,13,0,0,1.31,0.76,0.55,12,30,18,47,9,56,9,8,1,56,6,50,2,2,0,0,0,0,8.09,274,242,27,606,48,0,0,0,0,0,0,0,0,0,1.885,2.54,1.505,2.16,6.5,11,2.5,7,0,0,0,0,4.25,0.5,4.25,0.5,164,136,167,139,46.5,70,51,74.5,3,0,3.5,0.5,1.25,0.5,1.25,0.5,3.435
Au2InNd,1.5,-1,0,0,7.03,153.75,65,13230,7.440605,9.11875,4.3475,1.96,9.5,10,3.25,-3.46213463,0,56,66.75,30,4.25,3.25,17.25,7.75,7.5,10,0,0,9,0.0869565217,0.0144927536,0.4347826087,0.4637681159,6,7,3,3,2,1,1,2,1,5,0.5,4.5,0.5,0,6,1,0.5,1.5,0.5,1,0,1,6,1,5,4,0,4,3.2727272727,0,0,0.220893592299893,0,0,0,0,0,0,0,0,4.5,1.5,6,2,201,2.54,1.14,1.78,79,60,49,70,30,79,11,2,3,136,201,142,11,6,13,0,0,1.4,0.76,0.64,19,30,11,40,9,49,9,8,1,65,6,59,5,2,7,0,0,0,8,267,249,27,615,41,0,0,0,0,0,0,0,0,0,1.84,2.54,1.46,2.16,6.5,11,2.5,7,0,0,0,0,2.5,0.5,2.5,0.5,168.5,136,171.5,139,50,70,54.5,74.5,3,0,3.5,0.5,1,0.5,1,0.5,3.515
Au2InPr,1.5,-1,0,0,7.055,154.25,67,13137.5,7.427605,7.91875,4.3475,1.96,9.5,10,3.25,-3.465004285,0,58,66.5,30,4.5,3.5,17,8,7.5,10,0,0,5,0.0882352941,0.0147058824,0.4411764706,0.4558823529,5.5,6,2.5,3,2,1,1,2,1,5,0.5,4,0.5,0,5,1,0.5,1,0.5,0.5,0,0.5,5,1,4,3.5,0,3.5,3.2,0,0,0.216894857119981,0,0,0,0,0,0,0,0,4,1,5,2,203,2.54,1.13,1.78,79,59,49,70,31,79,11,2,3,136,203,142,11,5,13,0,0,1.41,0.76,0.65,20,30,10,39,9,48,9,8,1,67,6,61,6,2,8,0,0,0,7.99,266,250,27,617,40,0,0,0,0,0,0,0,0,0,1.835,2.54,1.455,2.16,6.5,11,2.5,7,0,0,0,0,2.25,0.5,2.25,0.5,169.5,136,172.5,139,50.5,70,55,74.5,2.5,0,3,0.5,0.75,0.5,0.75,0.5,3.5275
Au2InTb,8.2,-1,0,0,6.913,152,58,13532.25,7.525305,6.90625,4.3525,1.94,9.5,10,3.25,-3.4288512192,0,46,68,30,3,2,18.5,6.5,7.5,10,0,0,9,0.0810810811,0.0135135135,0.4054054054,0.5,7.5,4,4.5,3,2,1,1,2,1,5,0.5,6,0.5,0,3,1,0.5,3,0.5,2.5,0,2.5,3,1,2,5.5,0,5.5,9,0,0.238027477163461,0,0,0,0,6,3,3,2,194,0,0,0,0,0,2.54,1.1,1.78,79,65,49,70,26,79,11,2,3,136,194,142,11,11,13,0,0,1.44,0.76,0.68,14,30,16,44,9,53,9,8,1,58,6,52,0,2,2,0,0,0,7.96,272,245,27,608,46,0,0,0,0,0,0,0,0,0,1.82,2.54,1.44,2.16,6.5,11,2.5,7,0,0,0,0,3.25,0.5,3.25,0.5,165,136,168,139,48,70,52.5,74.5,1.5,0,2,0.5,1.75,0.5,1.75,0.5,3.4565
Au2InTm,1.5,-1,0,0,6.856,151,54,13807.75,7.6054325,5.51875,4.355,1.93,9.5,10,3.25,-3.3900164175,0,38,69,30,2,1.5,19.5,5.5,7.5,10,0,0,4,0.0769230769,0.0128205128,0.3846153846,0.5256410256,7.5,6,2.5,3,2,1,1,2,1,5,0.5,6,0.5,0,5,1,0.5,1,0.5,0.5,0,0.5,5,1,4,5.5,0,5.5,7,0,0,0.249281190007372,0,0,0,0,0,0,0,0,6,1,5,2,190,2.54,1.25,1.78,79,69,49,70,21,79,11,2,3,136,190,142,11,15,13,0,0,1.29,0.76,0.53,10,30,20,49,9,58,9,8,1,54,6,48,4,2,2,9,0,9,8.11,276,240,27,604,50,9,0,0,0,0,0,0,0,0,1.895,2.54,1.515,2.16,6.5,11,2.5,7,4.5,0,4.5,0,3.25,0.5,3.25,0.5,163,136,166,139,45.5,70,50,74.5,2.5,0,3,0.5,0.75,0.5,0.75,0.5,3.428
Au2InU,61,-1,0,0,6.969,152.5,60,16240,7.60788,6.68125,4.525,1.25,9.5,10,3.25,-5.0946317838,0,55,74.75,43,6.75,6.625,17.25,7.75,7.75,9,2.25,9,0,0.0869565217,0.0144927536,0.4492753623,0.4492753623,7.5,9,3.5,3,2,1,1,2,1,5,0.5,6,0.5,0,8,1,0.5,2,0.5,1.5,0,1.5,8,1,7,5.5,0,5.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.54,1.38,1.78,79,92,49,70,45,79,11,2,3,136,196,142,11,6,13,0,0,1.16,0.76,0.4,13,30,43,25,9,34,9,8,1,60,6,54,5,2,7,0,0,0,8.24,299,264,27,610,41,0,0,0,0,0,0,0,0,0,1.96,2.54,1.58,2.16,6.5,11,2.5,7,0,0,0,0,3.25,0.5,3.25,0.5,166,136,169,139,57.5,70,62,74.5,4,0,4.5,0.5,1.25,0.5,1.25,0.5,3.4845
Cd3Ce,2,-1,0,0,7.223,159,60,8159.75,8.13004,8.355,3.8325,0.87,9.75,9,3.375,-1.8032730813,0,55,50.5,10,5.5,8.25,10,3,7.75,9,2.25,9,5,0.2,0,0.775,0.025,2.5,3,0.5,3,2,3,1,0,1,4,0,2.5,0,0,3,0,0,0.5,0,0.5,0,0.5,3,0,3,2.5,0,2.5,2.1428571429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.69,1.12,1.69,48,58,48,75,32,75,12,2,12,144,204,144,12,4,12,0,0,0.57,0,0.57,10,0,10,43,0,43,10,0,10,60,0,60,8,0,8,0,0,0,10.14,288,450,72,864,72,0,0,0,0,0,0,0,0,0,1.405,1.69,1.405,1.69,7,12,7,12,0,0,0,0,1.25,0,1.25,0,174,144,174,144,53.5,75,53.5,75,1.5,0,1.5,0,0.25,0,0.25,0,3.1276507457675
Co2AlCr,334,1,0,3.0020031,5.727,128,18,6910,7.1285745,1.625,4.7625,0.9,9.25,7,1.875,-6.8529794875,0.7742356,24,22.75,14,4.25,1.25,6.75,2.25,4.75,7,2.75,5,6,0.2592592593,0.037037037,0.7037037037,0,12.5,7,6.5,3,3,1,0,2,2,1,4.5,3,0.5,3,0,1,1.5,3,0.5,1.5,1,2.5,3,2,1,1.5,4,2.5,0,0.598780622598983,0.598780622598983,0.264148729173083,4.5,1.5,9,4.5,1.5,3,9,138,3,3,0,6,139,1.88,1.66,1.61,27,24,13,64,57,80,9,6,3,138,139,121,9,6,13,0,0,0.22,0.27,0.05,3,14,11,7,16,23,3,6,3,1,17,18,3,4,7,4,0,4,7.03,91,265,27,536,37,4,1.5484712,1.5484712,0,3.0969424,0.7742356,1.5484712,0,0.7742356,1.77,1.88,1.635,1.745,7.5,9,4.5,6,2,0,2,0,3.75,4.5,1.75,2.5,138.5,138,130,129.5,60.5,64,68.5,72,1.5,3,0.5,2,2.25,1.5,1.75,1,2.8635
Co2AlFe,1000,1,0,4.9890693,5.73,126.25,11,7093.5,7.412547,0.425,4.8325,0.9,9.75,5,1.625,-6.5479214425,1.3019013,18,23.25,14,3.75,0.75,7.25,2.125,5,7,2.5,4,0,0.275862069,0.0344827586,0.6896551724,0,13.5,9,5.5,3,3,1,0,2,2,1,4.5,4,0.5,3,2,1,1.5,2,0.5,0.5,1,1.5,1,2,1,0.5,4,3.5,0,0.865558100187094,0.865558100187094,0,8.5,3.5,17,8.5,3.5,5,17,280,0,0,0,0,0,1.88,1.83,1.61,27,26,13,64,61,80,9,8,3,138,142,121,9,8,13,0,0,0.05,0.27,0.22,1,14,13,3,16,19,1,6,5,4,17,21,1,4,5,2,0,2,7.2,93,269,29,539,39,2,0.5621916,1.5484712,2.1106628,5.2076052,1.829567,1.5484712,1.0553314,0.7742356,1.855,1.88,1.72,1.745,8.5,9,5.5,6,1,0,1,0,4.25,4.5,2.25,2.5,140,138,131.5,129.5,62.5,64,70.5,72,2.5,3,1.5,2,1.75,1.5,1.25,1,2.865
Co2AlHf,193,1,0,0.9896767,6.019,137,54,8452.5,7.1432145,3.35,4.5,1.5,8.75,9,2.375,-6.9651251863,0.7742356,28,34.75,59,4.75,1.75,9.75,4.125,4,7,3.5,8,5,0.2051282051,0.0256410256,0.4102564103,0.358974359,11.5,10,4.5,3,3,1,0,2,2,1,4.5,2,0.5,3,3,1,1.5,1,0.5,0.5,1,0.5,0,2,2,2.5,4,1.5,0,0.364530046042981,0.364530046042981,0,4.5,1.5,9,4.5,1.5,3,9,138,0,0,0,0,0,1.88,1.3,1.61,27,72,13,64,50,80,9,4,3,138,175,121,9,4,13,0,0,0.58,0.27,0.31,45,14,59,14,16,30,5,6,1,37,17,54,5,4,9,6,0,6,6.67,139,258,25,572,35,6,1.5484712,1.5484712,0,3.0969424,0.7742356,1.5484712,0,0.7742356,1.59,1.88,1.455,1.745,6.5,9,3.5,6,3,0,3,0,3.25,4.5,1.25,2.5,156.5,138,148,129.5,57,64,65,72,3,3,2,2,1.25,1.5,0.75,1,3.0095
Co2AlMn,697,1,0,4.0289481,5.749,128,18,6992.5,7.295452,0.8,4.7125,0.9,9.5,6,1.75,-6.7316916651,0.7743131302,21,23,14,4,1,7,2,4.75,7,2.75,5,4,0.2857142857,0.0357142857,0.6785714286,0,12,7,6,3,3,1,0,2,2,1,4.5,2.5,0.5,3,0,1,1.5,2.5,0.5,1,1,2,3,2,1,2,4,2,0,0.864947783301239,0.589963288593949,0.27498449470729,7,4,16,4.5,1.5,3,9,138,2.5,2.5,0,7,150,1.88,1.55,1.61,27,25,13,64,60,80,9,7,3,138,150,121,9,7,13,0,0,0.33,0.27,0.06,2,14,12,4,16,20,2,6,4,12,17,29,2,4,6,3,0,3,6.92,92,268,28,547,38,3,1.54816107931035,1.5484712,0.000310120689655,3.09725252068965,0.774390660344827,1.5484712,0.000155060344828,0.7742356,1.715,1.88,1.58,1.745,8,9,5,6,1.5,0,1.5,0,3.5,4.5,1.5,2.5,144,138,135.5,129.5,62,64,70,72,1.5,3,0.5,2,2,1.5,1.5,1,2.8745
Co2AlNb,383,1,0,1.9965542,5.946,134.25,43,7267.5,7.1266595,3.1625,4.6125,1.05,9,8,2,-6.999880735,0.7742356,26,27,28,4.5,1.5,6.5,2.5,4.5,7,3,6,7,0.2692307692,0.0384615385,0.6923076923,0,10,9,6,3,3,1,0,2,2,1,4.5,0.5,0.5,3,2,1,1.5,2.5,0.5,1,1,2,1,2,1,4,4,0,0,0.495748702490601,0.495748702490601,0,4.5,1.5,9,4.5,1.5,3,9,138,0,0,0,0,0,1.88,1.6,1.61,27,41,13,64,53,80,9,5,3,138,164,121,9,5,13,0,0,0.28,0.27,0.01,14,14,28,11,16,27,4,6,2,26,17,43,4,4,8,5,0,5,6.97,108,261,26,561,36,5,1.5484712,1.5484712,0,3.0969424,0.7742356,1.5484712,0,0.7742356,1.74,1.88,1.605,1.745,7,9,4,6,2.5,0,2.5,0,2.5,4.5,0.5,2.5,151,138,142.5,129.5,58.5,64,66.5,72,2.5,3,1.5,2,2,1.5,1.5,1,2.973
Co2AlTa,260,1,0,1.9937486,5.927,135.75,49,9287.5,7.3243395,2.1875,4.6125,1.05,9,8,2,-7.4394002375,0.7742356,25,35,60,4.5,1.5,10,4.5,4.25,7,3.25,7,5,0.2,0.025,0.425,0.35,11,10,5,3,3,1,0,2,2,1,4.5,1.5,0.5,3,3,1,1.5,1.5,0.5,0,1,1,0,2,2,3,4,1,0,0.361779945870059,0.361779945870059,0,4.5,1.5,9,4.5,1.5,3,9,138,0,0,0,0,0,1.88,1.5,1.61,27,73,13,64,52,80,9,5,3,138,170,121,9,5,13,0,0,0.38,0.27,0.11,46,14,60,12,16,28,4,6,2,32,17,49,4,4,8,5,0,5,6.87,140,260,26,567,36,5,1.5484712,1.5484712,0,3.0969424,0.7742356,1.5484712,0,0.7742356,1.69,1.88,1.555,1.745,7,9,4,6,2.5,0,2.5,0,3,4.5,1,2.5,154,138,145.5,129.5,58,64,66,72,3,3,2,2,1.5,1.5,1,1,2.9635
Co2AlTi,134,1,0,0.9988559,5.847,133.25,39,6251.75,7.143977,2.75,4.55,1.3,8.75,9,2.375,-6.4203571325,0.7742412333,30,22.25,14,4.75,1.75,6.25,2.75,4,7,3.5,8,4,0.32,0.04,0.64,0,11.5,10,4.5,3,3,1,0,2,2,1,4.5,2,0.5,3,3,1,1.5,1,0.5,0.5,1,0.5,0,2,2,2.5,4,1.5,0,0.611610064960998,0.611610064960998,0,4.5,1.5,9,4.5,1.5,3,9,138,0,0,0,0,0,1.88,1.54,1.61,27,22,13,64,51,80,9,4,3,138,160,121,9,4,13,0,0,0.34,0.27,0.07,5,14,9,13,16,29,5,6,1,22,17,39,5,4,9,5,0,5,6.91,89,259,25,557,35,5,1.54844866666667,1.5484712,2.25333333333E-05,3.09696493333333,0.774246866666666,1.5484712,1.126666666665E-05,0.7742356,1.71,1.88,1.575,1.745,6.5,9,3.5,6,2.5,0,2.5,0,3.25,4.5,1.25,2.5,149,138,140.5,129.5,57.5,64,65.5,72,3,3,2,2,1.25,1.5,0.75,1,2.9235
